cause_name,_id,cause_id
"ObjectID(""647775723de912b907139b45"")",503,Endocarditis
"ObjectID(""647775723de912b907139b46"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b907139b47"")",492,Rheumatic heart disease
Ischemic heart disease,"ObjectID(""647775723de912b907139b48"")",493
"ObjectID(""647775723de912b907139b49"")",495,Ischemic stroke
"ObjectID(""647775723de912b907139b4a"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907139b4b"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907139b4c"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907139b4d"")",968,Non-rheumatic calcific aortic valve disease
969,Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b907139b4e"")"
Other non-rheumatic valve diseases,"ObjectID(""647775723de912b907139b4f"")",970
"ObjectID(""647775723de912b907139b50"")",942,Myocarditis
"ObjectID(""647775723de912b907139b51"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907139b52"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907139b53"")",1004,Pulmonary Arterial Hypertension
Atrial fibrillation and flutter,"ObjectID(""647775723de912b907139b54"")",500
"ObjectID(""647775723de912b907139b55"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907139b56"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907139b57"")",503,Endocarditis
507,Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b907139b58"")"
"ObjectID(""647775723de912b907139b59"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907139b5a"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907139b5b"")",495,Ischemic stroke
496,Intracerebral hemorrhage,"ObjectID(""647775723de912b907139b5c"")"
"ObjectID(""647775723de912b907139b5d"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907139b5e"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907139b5f"")",968,Non-rheumatic calcific aortic valve disease
969,Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b907139b60"")"
"ObjectID(""647775723de912b907139b61"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907139b62"")",942,Myocarditis
938,Alcoholic cardiomyopathy,"ObjectID(""647775723de912b907139b63"")"
"ObjectID(""647775723de912b907139b64"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907139b65"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907139b66"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907139b67"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907139b68"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907139b69"")",503,Endocarditis
Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b907139b6a"")",507
"ObjectID(""647775723de912b907139b6b"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907139b6c"")",493,Ischemic heart disease
495,Ischemic stroke,"ObjectID(""647775723de912b907139b6d"")"
Intracerebral hemorrhage,"ObjectID(""647775723de912b907139b6e"")",496
497,Subarachnoid hemorrhage,"ObjectID(""647775723de912b907139b6f"")"
498,Hypertensive heart disease,"ObjectID(""647775723de912b907139b70"")"
Non-rheumatic calcific aortic valve disease,"ObjectID(""647775723de912b907139b71"")",968
"ObjectID(""647775723de912b907139b72"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907139b73"")",970,Other non-rheumatic valve diseases
942,Myocarditis,"ObjectID(""647775723de912b907139b74"")"
"ObjectID(""647775723de912b907139b75"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907139b76"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907139b77"")",1004,Pulmonary Arterial Hypertension
Atrial fibrillation and flutter,"ObjectID(""647775723de912b907139b78"")",500
"ObjectID(""647775723de912b907139b79"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907139b7a"")",502,Lower extremity peripheral arterial disease
503,Endocarditis,"ObjectID(""647775723de912b907139b7b"")"
507,Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b907139b7c"")"
"ObjectID(""647775723de912b907139b7d"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907139b7e"")",493,Ischemic heart disease
Ischemic stroke,"ObjectID(""647775723de912b907139b7f"")",495
"ObjectID(""647775723de912b907139b80"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907139b81"")",497,Subarachnoid hemorrhage
498,Hypertensive heart disease,"ObjectID(""647775723de912b907139b82"")"
968,Non-rheumatic calcific aortic valve disease,"ObjectID(""647775723de912b907139b83"")"
Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b907139b84"")",969
Other non-rheumatic valve diseases,"ObjectID(""647775723de912b907139b85"")",970
"ObjectID(""647775723de912b907139b86"")",942,Myocarditis
"ObjectID(""647775723de912b907139b87"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907139b88"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907139b89"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907139b8a"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907139b8b"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907139b8c"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907139b8d"")",503,Endocarditis
"ObjectID(""647775723de912b907139b8e"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b907139b8f"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907139b90"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907139b91"")",495,Ischemic stroke
496,Intracerebral hemorrhage,"ObjectID(""647775723de912b907139b92"")"
"ObjectID(""647775723de912b907139b93"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907139b94"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907139b95"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907139b96"")",969,Non-rheumatic degenerative mitral valve disease
970,Other non-rheumatic valve diseases,"ObjectID(""647775723de912b907139b97"")"
"ObjectID(""647775723de912b907139b98"")",942,Myocarditis
"ObjectID(""647775723de912b907139b99"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907139b9a"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907139b9b"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907139b9c"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907139b9d"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907139b9e"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907139b9f"")",503,Endocarditis
"ObjectID(""647775723de912b907139ba0"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b907139ba1"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907139ba2"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907139ba3"")",495,Ischemic stroke
496,Intracerebral hemorrhage,"ObjectID(""647775723de912b907139ba4"")"
"ObjectID(""647775723de912b907139ba5"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907139ba6"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907139ba7"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907139ba8"")",969,Non-rheumatic degenerative mitral valve disease
970,Other non-rheumatic valve diseases,"ObjectID(""647775723de912b907139ba9"")"
942,Myocarditis,"ObjectID(""647775723de912b907139baa"")"
"ObjectID(""647775723de912b907139bab"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907139bac"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907139bad"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907139bae"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907139baf"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907139bb0"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907139bb1"")",503,Endocarditis
"ObjectID(""647775723de912b907139bb2"")",507,Other cardiovascular and circulatory diseases
492,Rheumatic heart disease,"ObjectID(""647775723de912b907139bb3"")"
"ObjectID(""647775723de912b907139bb4"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907139bb5"")",495,Ischemic stroke
"ObjectID(""647775723de912b907139bb6"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907139bb7"")",497,Subarachnoid hemorrhage
Hypertensive heart disease,"ObjectID(""647775723de912b907139bb8"")",498
"ObjectID(""647775723de912b907139bb9"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907139bba"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907139bbb"")",970,Other non-rheumatic valve diseases
Myocarditis,"ObjectID(""647775723de912b907139bbc"")",942
Alcoholic cardiomyopathy,"ObjectID(""647775723de912b907139bbd"")",938
"ObjectID(""647775723de912b907139bbe"")",944,Other cardiomyopathy
1004,Pulmonary Arterial Hypertension,"ObjectID(""647775723de912b907139bbf"")"
500,Atrial fibrillation and flutter,"ObjectID(""647775723de912b907139bc0"")"
"ObjectID(""647775723de912b907139bc1"")",501,Aortic aneurysm
Lower extremity peripheral arterial disease,"ObjectID(""647775723de912b907139bc2"")",502
Endocarditis,"ObjectID(""647775723de912b907139bc3"")",503
"ObjectID(""647775723de912b907139bc4"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b907139bc5"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907139bc6"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907139bc7"")",495,Ischemic stroke
"ObjectID(""647775723de912b907139bc8"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907139bc9"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907139bca"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907139bcb"")",968,Non-rheumatic calcific aortic valve disease
969,Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b907139bcc"")"
"ObjectID(""647775723de912b907139bcd"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907139bce"")",942,Myocarditis
"ObjectID(""647775723de912b907139bcf"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907139bd0"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907139bd1"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907139bd2"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907139bd3"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907139bd4"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907139bd5"")",503,Endocarditis
Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b907139bd6"")",507
"ObjectID(""647775723de912b907139bd7"")",492,Rheumatic heart disease
Ischemic heart disease,"ObjectID(""647775723de912b907139bd8"")",493
"ObjectID(""647775723de912b907139bd9"")",495,Ischemic stroke
Intracerebral hemorrhage,"ObjectID(""647775723de912b907139bda"")",496
"ObjectID(""647775723de912b907139bdb"")",497,Subarachnoid hemorrhage
498,Hypertensive heart disease,"ObjectID(""647775723de912b907139bdc"")"
Non-rheumatic calcific aortic valve disease,"ObjectID(""647775723de912b907139bdd"")",968
"ObjectID(""647775723de912b907139bde"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907139bdf"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907139be0"")",942,Myocarditis
"ObjectID(""647775723de912b907139be1"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907139be2"")",944,Other cardiomyopathy
Pulmonary Arterial Hypertension,"ObjectID(""647775723de912b907139be3"")",1004
Atrial fibrillation and flutter,"ObjectID(""647775723de912b907139be4"")",500
"ObjectID(""647775723de912b907139be5"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907139be6"")",502,Lower extremity peripheral arterial disease
503,Endocarditis,"ObjectID(""647775723de912b907139be7"")"
507,Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b907139be8"")"
"ObjectID(""647775723de912b907139be9"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907139bea"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907139beb"")",495,Ischemic stroke
"ObjectID(""647775723de912b907139bec"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907139bed"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907139bee"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907139bef"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907139bf0"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907139bf1"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907139bf2"")",942,Myocarditis
Alcoholic cardiomyopathy,"ObjectID(""647775723de912b907139bf3"")",938
"ObjectID(""647775723de912b907139bf4"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907139bf5"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907139bf6"")",500,Atrial fibrillation and flutter
Aortic aneurysm,"ObjectID(""647775723de912b907139bf7"")",501
502,Lower extremity peripheral arterial disease,"ObjectID(""647775723de912b907139bf8"")"
"ObjectID(""647775723de912b907139bf9"")",503,Endocarditis
Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b907139bfa"")",507
"ObjectID(""647775723de912b907139bfb"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907139bfc"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907139bfd"")",495,Ischemic stroke
"ObjectID(""647775723de912b907139bfe"")",496,Intracerebral hemorrhage
Subarachnoid hemorrhage,"ObjectID(""647775723de912b907139bff"")",497
"ObjectID(""647775723de912b907139c00"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907139c01"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907139c02"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907139c03"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907139c04"")",942,Myocarditis
938,Alcoholic cardiomyopathy,"ObjectID(""647775723de912b907139c05"")"
"ObjectID(""647775723de912b907139c06"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907139c07"")",1004,Pulmonary Arterial Hypertension
Atrial fibrillation and flutter,"ObjectID(""647775723de912b907139c08"")",500
"ObjectID(""647775723de912b907139c09"")",501,Aortic aneurysm
502,Lower extremity peripheral arterial disease,"ObjectID(""647775723de912b907139c0a"")"
503,Endocarditis,"ObjectID(""647775723de912b907139c0b"")"
Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b907139c0c"")",507
"ObjectID(""647775723de912b907139c0d"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907139c0e"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907139c0f"")",495,Ischemic stroke
"ObjectID(""647775723de912b907139c10"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907139c11"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907139c12"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907139c13"")",968,Non-rheumatic calcific aortic valve disease
969,Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b907139c14"")"
"ObjectID(""647775723de912b907139c15"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907139c16"")",942,Myocarditis
"ObjectID(""647775723de912b907139c17"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907139c18"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907139c19"")",1004,Pulmonary Arterial Hypertension
Atrial fibrillation and flutter,"ObjectID(""647775723de912b907139c1a"")",500
"ObjectID(""647775723de912b907139c1b"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907139c1c"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907139c1d"")",503,Endocarditis
"ObjectID(""647775723de912b907139c1e"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b907139c1f"")",492,Rheumatic heart disease
493,Ischemic heart disease,"ObjectID(""647775723de912b907139c20"")"
"ObjectID(""647775723de912b907139c21"")",495,Ischemic stroke
"ObjectID(""647775723de912b907139c22"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907139c23"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907139c24"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907139c25"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907139c26"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907139c27"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907139c28"")",942,Myocarditis
"ObjectID(""647775723de912b907139c29"")",938,Alcoholic cardiomyopathy
Other cardiomyopathy,"ObjectID(""647775723de912b907139c2a"")",944
"ObjectID(""647775723de912b907139c2b"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907139c2c"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907139c2d"")",501,Aortic aneurysm
502,Lower extremity peripheral arterial disease,"ObjectID(""647775723de912b907139c2e"")"
"ObjectID(""647775723de912b907139c2f"")",503,Endocarditis
"ObjectID(""647775723de912b907139c30"")",507,Other cardiovascular and circulatory diseases
Rheumatic heart disease,"ObjectID(""647775723de912b907139c31"")",492
493,Ischemic heart disease,"ObjectID(""647775723de912b907139c32"")"
Ischemic stroke,"ObjectID(""647775723de912b907139c33"")",495
"ObjectID(""647775723de912b907139c34"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907139c35"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907139c36"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907139c37"")",968,Non-rheumatic calcific aortic valve disease
Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b907139c38"")",969
"ObjectID(""647775723de912b907139c39"")",970,Other non-rheumatic valve diseases
Myocarditis,"ObjectID(""647775723de912b907139c3a"")",942
"ObjectID(""647775723de912b907139c3b"")",938,Alcoholic cardiomyopathy
944,Other cardiomyopathy,"ObjectID(""647775723de912b907139c3c"")"
"ObjectID(""647775723de912b907139c3d"")",1004,Pulmonary Arterial Hypertension
500,Atrial fibrillation and flutter,"ObjectID(""647775723de912b907139c3e"")"
"ObjectID(""647775723de912b907139c3f"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907139c40"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907139c41"")",503,Endocarditis
"ObjectID(""647775723de912b907139c42"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b907139c43"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907139c44"")",493,Ischemic heart disease
495,Ischemic stroke,"ObjectID(""647775723de912b907139c45"")"
Intracerebral hemorrhage,"ObjectID(""647775723de912b907139c46"")",496
497,Subarachnoid hemorrhage,"ObjectID(""647775723de912b907139c47"")"
"ObjectID(""647775723de912b907139c48"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907139c49"")",968,Non-rheumatic calcific aortic valve disease
Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b907139c4a"")",969
"ObjectID(""647775723de912b907139c4b"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907139c4c"")",942,Myocarditis
"ObjectID(""647775723de912b907139c4d"")",938,Alcoholic cardiomyopathy
944,Other cardiomyopathy,"ObjectID(""647775723de912b907139c4e"")"
"ObjectID(""647775723de912b907139c4f"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907139c50"")",500,Atrial fibrillation and flutter
Aortic aneurysm,"ObjectID(""647775723de912b907139c51"")",501
Lower extremity peripheral arterial disease,"ObjectID(""647775723de912b907139c52"")",502
503,Endocarditis,"ObjectID(""647775723de912b907139c53"")"
"ObjectID(""647775723de912b907139c54"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b907139c55"")",492,Rheumatic heart disease
493,Ischemic heart disease,"ObjectID(""647775723de912b907139c56"")"
"ObjectID(""647775723de912b907139c57"")",495,Ischemic stroke
Intracerebral hemorrhage,"ObjectID(""647775723de912b907139c58"")",496
"ObjectID(""647775723de912b907139c59"")",497,Subarachnoid hemorrhage
Hypertensive heart disease,"ObjectID(""647775723de912b907139c5a"")",498
"ObjectID(""647775723de912b907139c5b"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907139c5c"")",969,Non-rheumatic degenerative mitral valve disease
Other non-rheumatic valve diseases,"ObjectID(""647775723de912b907139c5d"")",970
942,Myocarditis,"ObjectID(""647775723de912b907139c5e"")"
"ObjectID(""647775723de912b907139c5f"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907139c60"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907139c61"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907139c62"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907139c63"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907139c64"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907139c65"")",503,Endocarditis
"ObjectID(""647775723de912b907139c66"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b907139c67"")",492,Rheumatic heart disease
493,Ischemic heart disease,"ObjectID(""647775723de912b907139c68"")"
495,Ischemic stroke,"ObjectID(""647775723de912b907139c69"")"
"ObjectID(""647775723de912b907139c6a"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907139c6b"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907139c6c"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907139c6d"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907139c6e"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907139c6f"")",970,Other non-rheumatic valve diseases
Myocarditis,"ObjectID(""647775723de912b907139c70"")",942
"ObjectID(""647775723de912b907139c71"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907139c72"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907139c73"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907139c74"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907139c75"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907139c76"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907139c77"")",503,Endocarditis
Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b907139c78"")",507
"ObjectID(""647775723de912b907139c79"")",492,Rheumatic heart disease
Ischemic heart disease,"ObjectID(""647775723de912b907139c7a"")",493
"ObjectID(""647775723de912b907139c7b"")",495,Ischemic stroke
"ObjectID(""647775723de912b907139c7c"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907139c7d"")",497,Subarachnoid hemorrhage
Hypertensive heart disease,"ObjectID(""647775723de912b907139c7e"")",498
"ObjectID(""647775723de912b907139c7f"")",968,Non-rheumatic calcific aortic valve disease
969,Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b907139c80"")"
"ObjectID(""647775723de912b907139c81"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907139c82"")",942,Myocarditis
938,Alcoholic cardiomyopathy,"ObjectID(""647775723de912b907139c83"")"
"ObjectID(""647775723de912b907139c84"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907139c85"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907139c86"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907139c87"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907139c88"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907139c89"")",503,Endocarditis
"ObjectID(""647775723de912b907139c8a"")",507,Other cardiovascular and circulatory diseases
Rheumatic heart disease,"ObjectID(""647775723de912b907139c8b"")",492
"ObjectID(""647775723de912b907139c8c"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907139c8d"")",495,Ischemic stroke
"ObjectID(""647775723de912b907139c8e"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907139c8f"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907139c90"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907139c91"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907139c92"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907139c93"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907139c94"")",942,Myocarditis
Alcoholic cardiomyopathy,"ObjectID(""647775723de912b907139c95"")",938
Other cardiomyopathy,"ObjectID(""647775723de912b907139c96"")",944
"ObjectID(""647775723de912b907139c97"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907139c98"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907139c99"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907139c9a"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907139c9b"")",503,Endocarditis
"ObjectID(""647775723de912b907139c9c"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b907139c9d"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907139c9e"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907139c9f"")",495,Ischemic stroke
"ObjectID(""647775723de912b907139ca0"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907139ca1"")",497,Subarachnoid hemorrhage
498,Hypertensive heart disease,"ObjectID(""647775723de912b907139ca2"")"
"ObjectID(""647775723de912b907139ca3"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907139ca4"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907139ca5"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907139ca6"")",942,Myocarditis
"ObjectID(""647775723de912b907139ca7"")",938,Alcoholic cardiomyopathy
944,Other cardiomyopathy,"ObjectID(""647775723de912b907139ca8"")"
"ObjectID(""647775723de912b907139ca9"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907139caa"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907139cab"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907139cac"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907139cad"")",503,Endocarditis
"ObjectID(""647775723de912b907139cae"")",507,Other cardiovascular and circulatory diseases
Rheumatic heart disease,"ObjectID(""647775723de912b907139caf"")",492
"ObjectID(""647775723de912b907139cb0"")",493,Ischemic heart disease
495,Ischemic stroke,"ObjectID(""647775723de912b907139cb1"")"
"ObjectID(""647775723de912b907139cb2"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907139cb3"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907139cb4"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907139cb5"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907139cb6"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907139cb7"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907139cb8"")",942,Myocarditis
"ObjectID(""647775723de912b907139cb9"")",938,Alcoholic cardiomyopathy
944,Other cardiomyopathy,"ObjectID(""647775723de912b907139cba"")"
"ObjectID(""647775723de912b907139cbb"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907139cbc"")",500,Atrial fibrillation and flutter
501,Aortic aneurysm,"ObjectID(""647775723de912b907139cbd"")"
"ObjectID(""647775723de912b907139cbe"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907139cbf"")",503,Endocarditis
507,Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b907139cc0"")"
